productType,variantId,id,sku,categories,prices,tax,name.en,name.de,name.it,description.en,description.de,description.it,slug.en,slug.de,slug.it,metaTitle.en,metaDescription.en,metaKeywords.en,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,colorFreeDefinition.de,colorFreeDefinition.it,details.en,details.de,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
,15,,M0E20000000EGP7,,EUR 33125;EUR 21721 b2b;BE-EUR 26500;BG-EUR 26500;DK-EUR 26500;DE-EUR 26500;EE-EUR 26500;FI-EUR 26500;FR-EUR 26500;GR-EUR 26500;IE-EUR 26500;IT-EUR 26500;HR-EUR 26500;LV-EUR 26500;LT-EUR 26500;LU-EUR 26500;MT-EUR 26500;NL-EUR 26500;AT-EUR 26500;PL-EUR 26500;PT-EUR 26500;RO-EUR 26500;SE-EUR 26500;SK-EUR 26500;SI-EUR 26500;ES-EUR 26500;CZ-EUR 26500;HU-EUR 26500;GB-EUR 26500;CY-EUR 26500,,,,,,,,,,,,,,SC9L540AX JOSIE AX,81645,M0E20000000EGP7,81645,7forallmankind,no,,xxxl,38,blue,blue,,,,,,sporty,women,s15,,,,
,16,,M0E20000000EGP8,,EUR 33125;EUR 21721 b2b;BE-EUR 26500;BG-EUR 26500;DK-EUR 26500;DE-EUR 26500;EE-EUR 26500;FI-EUR 26500;FR-EUR 26500;GR-EUR 26500;IE-EUR 26500;IT-EUR 26500;HR-EUR 26500;LV-EUR 26500;LT-EUR 26500;LU-EUR 26500;MT-EUR 26500;NL-EUR 26500;AT-EUR 26500;PL-EUR 26500;PT-EUR 26500;RO-EUR 26500;SE-EUR 26500;SK-EUR 26500;SI-EUR 26500;ES-EUR 26500;CZ-EUR 26500;HU-EUR 26500;GB-EUR 26500;CY-EUR 26500,,,,,,,,,,,,,,SC9L540AX JOSIE AX,81645,M0E20000000EGP8,81645,7forallmankind,no,,xxxl,40,blue,blue,,,,,,sporty,women,s15,,,,
,17,,M0E20000000EGP9,,EUR 33125;EUR 21721 b2b;BE-EUR 26500;BG-EUR 26500;DK-EUR 26500;DE-EUR 26500;EE-EUR 26500;FI-EUR 26500;FR-EUR 26500;GR-EUR 26500;IE-EUR 26500;IT-EUR 26500;HR-EUR 26500;LV-EUR 26500;LT-EUR 26500;LU-EUR 26500;MT-EUR 26500;NL-EUR 26500;AT-EUR 26500;PL-EUR 26500;PT-EUR 26500;RO-EUR 26500;SE-EUR 26500;SK-EUR 26500;SI-EUR 26500;ES-EUR 26500;CZ-EUR 26500;HU-EUR 26500;GB-EUR 26500;CY-EUR 26500,,,,,,,,,,,,,,SC9L540AX JOSIE AX,81645,M0E20000000EGP9,81645,7forallmankind,no,,xxxl,42,blue,blue,,,,,,sporty,women,s15,,,,
main,1,f511cc6f-b251-4401-9194-c239c67527be,A0E2000000026DE,ACCESSORIES>women>clothing;ACCESSORIES>men>clothing,EUR 6250;EUR 4098 b2b;BE-EUR 5000;BG-EUR 5000;DK-EUR 5000;DE-EUR 5000;EE-EUR 5000;FI-EUR 5000;FR-EUR 5000;GR-EUR 5000;IE-EUR 5000;IT-EUR 5000;HR-EUR 5000;LV-EUR 5000;LT-EUR 5000;LU-EUR 5000;MT-EUR 5000;NL-EUR 5000;AT-EUR 5000;PL-EUR 5000;PT-EUR 5000;RO-EUR 5000;SE-EUR 5000;SK-EUR 5000;SI-EUR 5000;ES-EUR 5000;CZ-EUR 5000;HU-EUR 5000;GB-EUR 5000;CY-EUR 5000,standard,Il Libro delle Cucine,Il Libro delle Cucine,Il Libro delle Cucine,,,,il-libro-delle-cucine-logos,il-libro-delle-cucine-logos,il-libro-delle-cucine-logos,,,,CUCINE,81932,A0E2000000026DE,81932,,,,oneSize,one size,,,,,,,,,women,s15,true,,,
main,1,60f5f824-5ee0-4601-b83e-fae0783e9838,A0E200000001YTG,WOMEN>bags>umhängetaschen;WOMEN>bags>handtaschen,EUR 18625;EUR 12213 b2b;BE-EUR 14900;BG-EUR 14900;DK-EUR 14900;DE-EUR 14900;EE-EUR 14900;FI-EUR 14900;FR-EUR 14900;GR-EUR 14900;IE-EUR 14900;IT-EUR 14900;HR-EUR 14900;LV-EUR 14900;LT-EUR 14900;LU-EUR 14900;MT-EUR 14900;NL-EUR 14900;AT-EUR 14900;PL-EUR 14900;PT-EUR 14900;RO-EUR 14900;SE-EUR 14900;SK-EUR 14900;SI-EUR 14900;ES-EUR 14900;CZ-EUR 14900;HU-EUR 14900;GB-EUR 14900;CY-EUR 14900,standard,Bag “Blossom Dome Satchel“ Guess,Tasche „Blossom Dome Satchel“ Guess,Borsa “Blossom Dome Satchel“ Guess,,,,guess-bag-blossomdomesatchel-78070-red,guess-tasche-blossomdomesatchel-78070-rot,guess-borsa-blossomdomesatchel-78070-rosso,,,,HWSG14 78070 LIP,73139,A0E200000001YTG,73139,guess,no,,oneSize,one size,red,red,rot,rosso,,,,sporty,women,s15,true,,,
main,1,a51b505d-43e2-4601-952f-d6a97dbcd674,A0E20000000251U,ACCESSORIES>men>clothing,EUR 11500;EUR 7541 b2b;BE-EUR 9200;BG-EUR 9200;DK-EUR 9200;DE-EUR 9200;EE-EUR 9200;FI-EUR 9200;FR-EUR 9200;GR-EUR 9200;IE-EUR 9200;IT-EUR 9200;HR-EUR 9200;LV-EUR 9200;LT-EUR 9200;LU-EUR 9200;MT-EUR 9200;NL-EUR 9200;AT-EUR 9200;PL-EUR 9200;PT-EUR 9200;RO-EUR 9200;SE-EUR 9200;SK-EUR 9200;SI-EUR 9200;ES-EUR 9200;CZ-EUR 9200;HU-EUR 9200;GB-EUR 9200;CY-EUR 9200,standard,Scarf Altea orange,Schal Altea orange,Sciarpa Altea arancione,,,,altea-scarf-1550031-orange,altea-schal-1550031-orange,altea-sciarpa-1550031-arancione,,,,1550031 4,81082,A0E20000000251U,81082,altea,yes,,oneSize,one size,orange,orange,orange,arancione,,,,sporty,men,s15,true,,,
main,1,e323890f-52e6-4601-afc6-f6cd846e89af,M0E20000000DGCZ,MEN>clothing>t-shirts,EUR 8625;EUR 5656 b2b;BE-EUR 6900;BG-EUR 6900;DK-EUR 6900;DE-EUR 6900;EE-EUR 6900;FI-EUR 6900;FR-EUR 6900;GR-EUR 6900;IE-EUR 6900;IT-EUR 6900;HR-EUR 6900;LV-EUR 6900;LT-EUR 6900;LU-EUR 6900;MT-EUR 6900;NL-EUR 6900;AT-EUR 6900;PL-EUR 6900;PT-EUR 6900;RO-EUR 6900;SE-EUR 6900;SK-EUR 6900;SI-EUR 6900;ES-EUR 6900;CZ-EUR 6900;HU-EUR 6900;GB-EUR 6900;CY-EUR 6900,standard,Polo Sun68 white,Polo Sun68 weiß,Polo Sun68 bianco,,,,sun68-polo-12109-white,sun68-polo-12109-weiss,sun68-polo-12109-bianco,,,,15109 01,72042,M0E20000000DGCZ,72042,sun67,no,,xxs,XXS,white,white,weiß,bianco,,,,sporty,men,s15,,,,
,2,,M0E20000000DGD0,,EUR 8625;EUR 5656 b2b;BE-EUR 6900;BG-EUR 6900;DK-EUR 6900;DE-EUR 6900;EE-EUR 6900;FI-EUR 6900;FR-EUR 6900;GR-EUR 6900;IE-EUR 6900;IT-EUR 6900;HR-EUR 6900;LV-EUR 6900;LT-EUR 6900;LU-EUR 6900;MT-EUR 6900;NL-EUR 6900;AT-EUR 6900;PL-EUR 6900;PT-EUR 6900;RO-EUR 6900;SE-EUR 6900;SK-EUR 6900;SI-EUR 6900;ES-EUR 6900;CZ-EUR 6900;HU-EUR 6900;GB-EUR 6900;CY-EUR 6900,,,,,,,,,,,,,,15109 01,72042,M0E20000000DGD0,72042,sun67,no,,xs,XS,white,white,,,,,,sporty,men,s15,,,,
,3,,M0E20000000DGD1,,EUR 8625;EUR 5656 b2b;BE-EUR 6900;BG-EUR 6900;DK-EUR 6900;DE-EUR 6900;EE-EUR 6900;FI-EUR 6900;FR-EUR 6900;GR-EUR 6900;IE-EUR 6900;IT-EUR 6900;HR-EUR 6900;LV-EUR 6900;LT-EUR 6900;LU-EUR 6900;MT-EUR 6900;NL-EUR 6900;AT-EUR 6900;PL-EUR 6900;PT-EUR 6900;RO-EUR 6900;SE-EUR 6900;SK-EUR 6900;SI-EUR 6900;ES-EUR 6900;CZ-EUR 6900;HU-EUR 6900;GB-EUR 6900;CY-EUR 6900,,,,,,,,,,,,,,15109 01,72042,M0E20000000DGD1,72042,sun67,no,,s,S,white,white,,,,,,sporty,men,s15,,,,
,4,,M0E20000000DGD2,,EUR 8625;EUR 5656 b2b;BE-EUR 6900;BG-EUR 6900;DK-EUR 6900;DE-EUR 6900;EE-EUR 6900;FI-EUR 6900;FR-EUR 6900;GR-EUR 6900;IE-EUR 6900;IT-EUR 6900;HR-EUR 6900;LV-EUR 6900;LT-EUR 6900;LU-EUR 6900;MT-EUR 6900;NL-EUR 6900;AT-EUR 6900;PL-EUR 6900;PT-EUR 6900;RO-EUR 6900;SE-EUR 6900;SK-EUR 6900;SI-EUR 6900;ES-EUR 6900;CZ-EUR 6900;HU-EUR 6900;GB-EUR 6900;CY-EUR 6900,,,,,,,,,,,,,,15109 01,72042,M0E20000000DGD2,72042,sun67,no,,m,M,white,white,,,,,,sporty,men,s15,,,,
,5,,M0E20000000DGD3,,EUR 8625;EUR 5656 b2b;BE-EUR 6900;BG-EUR 6900;DK-EUR 6900;DE-EUR 6900;EE-EUR 6900;FI-EUR 6900;FR-EUR 6900;GR-EUR 6900;IE-EUR 6900;IT-EUR 6900;HR-EUR 6900;LV-EUR 6900;LT-EUR 6900;LU-EUR 6900;MT-EUR 6900;NL-EUR 6900;AT-EUR 6900;PL-EUR 6900;PT-EUR 6900;RO-EUR 6900;SE-EUR 6900;SK-EUR 6900;SI-EUR 6900;ES-EUR 6900;CZ-EUR 6900;HU-EUR 6900;GB-EUR 6900;CY-EUR 6900,,,,,,,,,,,,,,15109 01,72042,M0E20000000DGD3,72042,sun67,no,,l,L,white,white,,,,,,sporty,men,s15,true,,,
,6,,M0E20000000DGD4,,EUR 8625;EUR 5656 b2b;BE-EUR 6900;BG-EUR 6900;DK-EUR 6900;DE-EUR 6900;EE-EUR 6900;FI-EUR 6900;FR-EUR 6900;GR-EUR 6900;IE-EUR 6900;IT-EUR 6900;HR-EUR 6900;LV-EUR 6900;LT-EUR 6900;LU-EUR 6900;MT-EUR 6900;NL-EUR 6900;AT-EUR 6900;PL-EUR 6900;PT-EUR 6900;RO-EUR 6900;SE-EUR 6900;SK-EUR 6900;SI-EUR 6900;ES-EUR 6900;CZ-EUR 6900;HU-EUR 6900;GB-EUR 6900;CY-EUR 6900,,,,,,,,,,,,,,15109 01,72042,M0E20000000DGD4,72042,sun67,no,,xl,XL,white,white,,,,,,sporty,men,s15,,,,
,7,,M0E20000000DGD5,,EUR 8625;EUR 5656 b2b;BE-EUR 6900;BG-EUR 6900;DK-EUR 6900;DE-EUR 6900;EE-EUR 6900;FI-EUR 6900;FR-EUR 6900;GR-EUR 6900;IE-EUR 6900;IT-EUR 6900;HR-EUR 6900;LV-EUR 6900;LT-EUR 6900;LU-EUR 6900;MT-EUR 6900;NL-EUR 6900;AT-EUR 6900;PL-EUR 6900;PT-EUR 6900;RO-EUR 6900;SE-EUR 6900;SK-EUR 6900;SI-EUR 6900;ES-EUR 6900;CZ-EUR 6900;HU-EUR 6900;GB-EUR 6900;CY-EUR 6900,,,,,,,,,,,,,,15109 01,72042,M0E20000000DGD5,72042,sun67,no,,xxl,XXL,white,white,,,,,,sporty,men,s15,,,,
,8,,M0E20000000DGD6,,EUR 8625;EUR 5656 b2b;BE-EUR 6900;BG-EUR 6900;DK-EUR 6900;DE-EUR 6900;EE-EUR 6900;FI-EUR 6900;FR-EUR 6900;GR-EUR 6900;IE-EUR 6900;IT-EUR 6900;HR-EUR 6900;LV-EUR 6900;LT-EUR 6900;LU-EUR 6900;MT-EUR 6900;NL-EUR 6900;AT-EUR 6900;PL-EUR 6900;PT-EUR 6900;RO-EUR 6900;SE-EUR 6900;SK-EUR 6900;SI-EUR 6900;ES-EUR 6900;CZ-EUR 6900;HU-EUR 6900;GB-EUR 6900;CY-EUR 6900,,,,,,,,,,,,,,15109 01,72042,M0E20000000DGD6,72042,sun67,no,,xxxl,XXXL,white,white,,,,,,sporty,men,s15,true,,,
main,1,bb8ef016-9ff5-4801-8ad3-faf88fd44fe1,M0E20000000E3MZ,MEN>shoes>sneakers,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,standard,Sneakers “Jazz Low“ Saucony yellow-blue,Sneakers „Jazz Low“ Saucony gelb-blau,Sneakers “Jazz Low“ Saucony giallo-blu,,,,saucony-sneakers-jazzlow-S2866170-yellow-blue,saucony-sneakers-jazzlow-S2866170-gelb-blau,saucony-sneakers-jazzlow-S2866170-giallo-blu,,,,S2866 170 YELLOW,79988,M0E20000000E3MZ,79988,saucony,no,,34,34,yellow,yellow-blue,gelb-blau,giallo-blu,,,,sporty,men,s15,,,,
,2,,M0E20000000E3N0,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3N0,79988,saucony,no,,34.5,34.5,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,3,,M0E20000000E3N1,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3N1,79988,saucony,no,,35,35,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,4,,M0E20000000E3N2,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3N2,79988,saucony,no,,35.5,35.5,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,5,,M0E20000000E3N3,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3N3,79988,saucony,no,,36,36,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,6,,M0E20000000E3N4,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3N4,79988,saucony,no,,36.5,36.5,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,7,,M0E20000000E3N5,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3N5,79988,saucony,no,,37,37,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,8,,M0E20000000E3N6,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3N6,79988,saucony,no,,37.5,37.5,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,9,,M0E20000000E3N7,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3N7,79988,saucony,no,,38,38,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,10,,M0E20000000E3N8,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3N8,79988,saucony,no,,38.5,38.5,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,11,,M0E20000000E3N9,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3N9,79988,saucony,no,,39,39,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,12,,M0E20000000E3NA,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3NA,79988,saucony,no,,39.5,39.5,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,13,,M0E20000000E3NB,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3NB,79988,saucony,no,,40,40,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,14,,M0E20000000E3NC,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3NC,79988,saucony,no,,40.5,40.5,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,15,,M0E20000000E3ND,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3ND,79988,saucony,no,,41,41,yellow,yellow-blue,,,,,,sporty,men,s15,true,,,
,16,,M0E20000000E3NE,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3NE,79988,saucony,no,,41.5,41.5,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,17,,M0E20000000E3NF,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3NF,79988,saucony,no,,42,42,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
,18,,M0E20000000E3NG,,EUR 11875;EUR 7787 b2b;BE-EUR 9500;BG-EUR 9500;DK-EUR 9500;DE-EUR 9500;EE-EUR 9500;FI-EUR 9500;FR-EUR 9500;GR-EUR 9500;IE-EUR 9500;IT-EUR 9500;HR-EUR 9500;LV-EUR 9500;LT-EUR 9500;LU-EUR 9500;MT-EUR 9500;NL-EUR 9500;AT-EUR 9500;PL-EUR 9500;PT-EUR 9500;RO-EUR 9500;SE-EUR 9500;SK-EUR 9500;SI-EUR 9500;ES-EUR 9500;CZ-EUR 9500;HU-EUR 9500;GB-EUR 9500;CY-EUR 9500,,,,,,,,,,,,,,S2866 170 YELLOW,79988,M0E20000000E3NG,79988,saucony,no,,42.5,42.5,yellow,yellow-blue,,,,,,sporty,men,s15,,,,
